Item Name,Unit,Qunatity Available,Quantity Purcahsed,Qunatity Sold,Qunatity Avaialble for sale,Valuation
Limit Switch HY-M904(6 A 250V),Nos,1.0,3.0,2.0,1.0,1050.0
Limit Switch HY-M904(6 A 250V),Nos,1.0,3.0,2.0,1.0,1050.0
Limit Switch LX 19K-B(White)-Micro Switch,Nos,39.0,232.0,193.0,39.0,6435.0
"Limit Switch SZL-WL-B-A01AH (Roller), Honeywell",Nos,40.0,47.0,7.0,40.0,29940.0
Limit Switch SZL-WL-B-B01AH (Roller),Nos,0.0,10.0,10.0,0.0,0.0
"Limit Switch SZL-WL-G 10A 300V AC,6A  (Blue )",Nos,15.0,15.0,0.0,15.0,31500.0
Limit Switch TM1308  15A 250VAC Black,Nos,0.0,1.0,1.0,0.0,0.0
Limit Switch WL-CA2-2,Nos,0.0,2.0,2.0,0.0,0.0
Limit Switch Z-15GQ22-B(Roller),Nos,0.0,1.0,1.0,0.0,0.0
"Limit Switch ZCN-PR508H, HANYOUNG",Nos,7.0,62.0,55.0,7.0,5390.0
Limit switch-ST-15GW2-B(Black),Nos,9.0,28.0,19.0,9.0,1170.0
Limit Switch-Welding,Nos,0.0,3.0,3.0,0.0,0.0
Line Tester Taparia,Nos,28.0,60.0,32.0,28.0,1120.0
Linear Pot 5K 150W,Nos,1.0,1.0,0.0,1.0,1350.0
Linear Potentiometer RTL-100,Nos,3.0,26.0,23.0,3.0,9450.0
Linear Scale KTC-200,Nos,4.0,4.0,0.0,4.0,19120.0
Linear Scale Length -175 mm (Accrete Automation),Nos,4.0,5.0,1.0,4.0,14200.0
"Liquid Gasket (Three Bond-1207C), 100",pcs,0.0,0.0,0.0,0.0,0
LM BEARING 19MM JAPAN,Pcs,0.0,4.0,4.0,0.0,0.0
LM Rail 35mm-600,Nos,2.0,2.0,0.0,2.0,5500.0
Lock Nut 20X1.5,Nos,0.0,3.0,3.0,0.0,0.0
Loctite 243 -50 ml (Thread Locker),Nos,0.0,1.0,1.0,0.0,0.0
Loctite 577 New TTL -50 ml,Nos,0.0,9.0,9.0,0.0,0.0
Loctite 7649 Primer 100 ml,Nos,0.0,4.0,4.0,0.0,0.0
Loctite 930 -310 ml (Sealant),Nos,0.0,1.0,1.0,0.0,0.0
Loctite E-30 HV,Nos,6.0,71.0,65.0,6.0,19260.0
Loctite Tg 100 (610ml) Thermal Grease,Nos,1.0,2.0,1.0,1.0,4200.0
Long Nose Plier,Nos,2.0,5.0,3.0,2.0,357.5
Low Frequency Cable 0.75 sq. mm Unitronic LiYCY18-CoreLapp,Mtr,413.0,609.0,196.0,413.0,240640.78999999998
Low Frequency Cable 0.75 sq. mm Unitronic LiYCY4-CoreLapp,Mtr,207.0,511.0,304.0,207.0,21853.7352
Low Frequency Cable 0.75 sq. mm Unitronic LiYCY7-CoreLapp,Mtr,181.0,896.0,715.0,181.0,29738.739999999998
Low Frequency Cable 1.5 sq. mm Unitronic4-CoreLapp,Mtr,166.0,346.0,180.0,166.0,36342.44
LRB Pad Insulating,Roll,0.0,5.0,5.0,0.0,0.0
Lubrication Oil 32 MAK,Ltr,26.0,26.0,0.0,26.0,3220.36
M-Seal 250gm/1 kgs,Pkt,0.0,13.0,13.0,0.0,0.0
"M.B.Hand Pad 6""x9"" Scrub Pad",Nos,103.0,752.0,649.0,103.0,2775.0
M.S Bright Bar Rod  15 mm,Kg,0.0,24.16,24.16,0.0,0.0
M.S Bright Bar Rod 08 mm,Kg,3.0,79.06,76.06,3.0,145.95
M.S Bright Bar Rod 20 mm,Kg,0.0,36.75,36.75,0.0,0.0
M.S Draw Rod 10 mm,Kg,0.0,53.25,53.25,0.0,0.0
M.S Draw Rod 12 mm,Kg,3.9,7.9,4.0,3.9,249.6
M.S Draw Rod 16 mm,Kg,8.0,63.77,55.77,8.0,632.0
M.S Draw Rod 20 mm,Kg,0.0,59.38,59.38,0.0,0.0
M.S Draw Rod 38 mm,Kg,0.0,24.55,24.55,0.0,0.0
"M.S Gear Dia 20, Teeth : 14, Module 1.25, length : 300 mm",Nos,1.0,2.0,1.0,1.0,350.0
M.S Gear Teeth 80 thik 10 mm 1.25 mod,Nos,14.0,33.0,19.0,14.0,7000.0
M.S Gear Teeth 80 thik 10 mm 1.25 mod,Nos,14.0,33.0,19.0,14.0,7000.0
M.S Gear Teeth 80 thik 12 mm 1.25 mod,Nos,16.0,32.0,16.0,16.0,8000.0
"M.S Gear Teeth L=300 ,T=14 mm,Pith=15 mm",Nos,1.0,3.0,2.0,1.0,2400.0
M.S Insulator End Cap-Cap Bank,Nos,0.0,15.0,15.0,0.0,0.0
M.S Insulator Middle Cap-Cap Bank,Nos,0.0,202.0,202.0,0.0,0.0
M.S Long Bend 1/2 Seamless,Nos,0.0,16.0,16.0,0.0,0.0
"M.S Rack H=33 mm,W=50 mm,L=1000 mm",Nos,4.0,5.0,1.0,4.0,5600.0
M.S Radiator,Kgs,479.6,480.6,1.0,479.6,44123.200000000004
M.S Rod 60 mm,Kg,0.0,15.55,15.55,0.0,0.0
M.S Rod 63/65 mm,Kg,30.0,152.6,122.6,30.0,2220.0
M.S Rod 70mm,Kg,177.0,364.0,187.0,177.0,14160.0
M.S Rod 75 mm,Kg,0.27,536.07,535.8,0.27,13.8213
M.S Rod EN8 Dia 25 mm,Kg,85.0,255.0,170.0,85.0,8500.0
M.S Rod32mm,Kg,41.4,239.5,198.1,41.4,3075.6
M.S Screw  3x20 mm,Nos,0.0,1096.0,1096.0,0.0,0.0
M.S Screw  6x10 mm(+ head),Nos,0.0,1670.0,1670.0,0.0,0.0
"M.S Socket 3/8""",Nos,0.0,25.0,25.0,0.0,0.0
M.S Square Rod 75 x 75mm,Kg,0.0,179.93,179.93,0.0,0.0
"M.S. Nipple 1/2""x4""",Nos,0.0,5.0,5.0,0.0,0.0
"M.S. Nipple 1/2""x6""",Nos,0.0,3.0,3.0,0.0,0.0
"M.S.Elbow 1/2""",Nos,0.0,5.0,5.0,0.0,0.0
"M.S.Nipple(3/8"")",Nos,0.0,8.0,8.0,0.0,0.0
"M.S.Piller 1""(6x34)",Nos,380.0,1127.0,747.0,380.0,1045.0
"M.S.Socket-1/2""",Nos,10.0,13.0,3.0,10.0,250.0
M.S.Square Pipe-75X3,Kg,0.0,26.9,26.9,0.0,0.0
M/C Washer M18 mm-UNBRAKO,Nos,12.0,104.0,92.0,12.0,251.04000000000002
Machine Lamp,Nos,0.0,2.0,2.0,0.0,0.0
MAEnt™ 12V Li-ion 18650 Lithium ion Rechargeable Battery Pack 3S4P 11.1V 12.6V Battery Pack 10400 Mah),Nos,2.0,5.0,3.0,2.0,4025.44
Magnetic Catcher for Door,Nos,0.0,5.0,5.0,0.0,0.0
Magnetic Door Lock 180 kg,Nos,5.0,5.0,0.0,5.0,3365.0
Male Connector 8x1/8,Nos,0.0,2.0,2.0,0.0,0.0
Male Coupling 1/4X10 MWP-2L01012 10mm to 1/4 Metric Push in Fitting Male Stud,Nos,0.0,5.0,5.0,0.0,0.0
"Male Coupling 1/4x8MWP 2L01010-B PU, Fitting, brass, straight, male, 1/4""BSPthrd, for 8mm tube",Nos,0.0,2.0,2.0,0.0,0.0
Male Coupling 1/8x8 MWP,Nos,0.0,5.0,5.0,0.0,0.0
"Male Elbow  3/8Xx12, Legris-3109 12 17",Nos,1.0,3.0,2.0,1.0,209.2
Male Elbow 3/8X8 mm 2L34011,Nos,0.0,2.0,2.0,0.0,0.0
Manifold rail VABM-L1-14S-G14-6 Festo,Nos,1.0,3.0,2.0,1.0,3035.0
"Marble Cutter Blade 4""  110 x 20.16 x 10 mm , Bosch 2608615049",Nos,4.0,5.0,1.0,4.0,440.0
"Margin 1""xX""",Sq.Feet,0.0,560.0,560.0,0.0,0.0
"Margin 2""X1.5""x10'",pcs,0.0,10.0,10.0,0.0,0.0
"Margin 2""X1/8""",Sq.Feet,0.0,50.0,50.0,0.0,0.0
Max Black INK Ribbon LM-IR300B,Nos,7.0,19.0,12.0,7.0,4560.0
Maxima Hardened & Ground Shaft MCS 8mm,Pcs,2.0,2.0,0.0,2.0,800.0
MBI Nozzle Model No.350A,Nos,12.0,20.0,8.0,12.0,1800.0
MCB 10A/DP PLSM-C10/2-Eaton,Nos,0.0,1.0,1.0,0.0,0.0
MCB 10A/DP PLSM-C10/2-Eaton,Nos,0.0,1.0,1.0,0.0,0.0
MCB 16A/DP PLSM-C16/2-Eaton,Nos,0.0,4.0,4.0,0.0,0.0
MCB 2A/SP PLSM-C2-Eaton,Nos,0.0,6.0,6.0,0.0,0.0
MCB 2PC 60A-(C&S),Nos,0.0,1.0,1.0,0.0,0.0
MCB 32A/DP PLSM-C32/2-Eaton,Nos,0.0,1.0,1.0,0.0,0.0
MCB 63A/DP PLSM-C63/2-Eaton,Nos,0.0,1.0,1.0,0.0,0.0
MCB 6A/DP PLSM-C6/2-Eaton,Nos,0.0,9.0,9.0,0.0,0.0
MCB 6A/SP PLSM-C6-Eaton,Nos,10.0,10.0,0.0,10.0,1445.0
MCB Box 100 A 4P ABB,Nos,0.0,1.0,1.0,0.0,0.0
MCB Box 125 A 4P Sainik,Nos,0.0,2.0,2.0,0.0,0.0
MCB Box 160 A ABB,Nos,1.0,1.0,0.0,1.0,1181.58
MCB Box 9 Db 8 Way SPN DD,Nos,0.0,1.0,1.0,0.0,0.0
MCB Box SPN 2  Door  Way,Nos,0.0,1.0,1.0,0.0,0.0
MCB Channel,Nos,11.0,119.0,108.0,11.0,759.0
MCB Dummy Plate,Nos,64.0,167.0,103.0,64.0,320.0
MCB Stopper 2.5mm,Nos,0.0,7.0,7.0,0.0,0.0
"MCB,1P,10A, 240 V AC 50/60 Hz,Schneider Electric",Nos,10.0,10.0,0.0,10.0,1227.3999999999999
"MCB,1P,16A, 240 V AC 50/60 Hz,Schneider Electric",Nos,17.0,29.0,12.0,17.0,4963.35
"MCB,1P,2A, 240 V AC 50/60 Hz,Schneider Electric",Nos,15.0,90.0,75.0,15.0,2729.9300000000003
"MCB,1P,2A, 240 V AC 50/60 Hz,Siemens",Nos,1.0,4.0,3.0,1.0,205.48
"MCB,1P,32A, 240 V AC 50/60 Hz,Schneider Electric",Nos,7.0,9.0,2.0,7.0,1243.5500000000002
"MCB,1P,63A, 240 V AC 50/60 Hz,Schneider Electric",Nos,2.0,4.0,2.0,2.0,514.5
"MCB,1P,6A, 240 V AC 50/60 Hz,Schneider Electric",Nos,14.0,90.0,76.0,14.0,1524.18
"MCB,1P,6A, 240 V AC 50/60 Hz,Siemens",Nos,0.0,3.0,3.0,0.0,0.0
"MCB,1PC,1A, 220...240 V AC 50/60 Hz,Schneider Electric",Nos,0.0,5.0,5.0,0.0,0.0
"MCB,1PC,2A, 220...240 V AC 50/60 Hz,Schneider Electric",Nos,0.0,13.0,13.0,0.0,0.0
"MCB,2P,10A, 240 V AC 50/60 Hz,Schneider Electric",Nos,4.0,22.0,18.0,4.0,1331.2
"MCB,2P,16A, 240 V AC 50/60 Hz,Schneider Electric",Nos,11.0,31.0,20.0,11.0,3776.0000000000005
"MCB,2P,25A,2 Way CentreOff Changeover, 240/415V, 50/60 Hz,Havells",Nos,1.0,1.0,0.0,1.0,1150.0
"MCB,2P,32A, 240 V AC 50/60 Hz,Schneider Electric",Nos,3.0,10.0,7.0,3.0,998.4000000000001
"MCB,2P,63A, 240 V AC 50/60 Hz,Schneider Electric",Nos,1.0,17.0,16.0,1.0,561.33
"MCB,2P,63A, 240 V AC 50/60 Hz,Siemens",Nos,0.0,1.0,1.0,0.0,0.0
"MCB,2P,6A, 240 V AC 50/60 Hz,Schneider Electric",Nos,8.0,20.0,12.0,8.0,2662.4
"MCB,2PC,10A, 220...240 V AC 50/60 Hz,Schneider Electric",Nos,0.0,2.0,2.0,0.0,0.0
"MCB,2PC,16A, 220...240 V AC 50/60 Hz,Schneider Electric",Nos,0.0,3.0,3.0,0.0,0.0
"MCB,2PC,2A, 220...240 V AC 50/60 Hz,Schneider Electric",Nos,1.0,4.0,3.0,1.0,454.4
"MCB,2PC,32A, 220...240 V AC 50/60 Hz,Schneider Electric",Nos,0.0,3.0,3.0,0.0,0.0
"MCB,3P,100A, 25kA, 240 V AC 50/60 Hz,Schneider Electric",Nos,1.0,1.0,0.0,1.0,8180.0
"MCB,3P,16A, 240 V AC 50/60 Hz,Schneider Electric",Nos,8.0,8.0,0.0,8.0,4545.360000000001
"MCB,3P,63A, 240 V AC 50/60 Hz,Schneider Electric",Nos,0.0,3.0,3.0,0.0,0.0
"MCB,3PC,16A, 220...240 V AC 50/60 Hz,Schneider Electric",Nos,0.0,1.0,1.0,0.0,0.0
"MCB,3PC,25A, 220...240 V AC 50/60 Hz,Schneider Electric",Nos,2.0,3.0,1.0,2.0,1104.48
"MCB,3PC,32A, 220...240 V AC 50/60 Hz,ABB",Nos,0.0,7.0,7.0,0.0,0.0
"MCB,3PC,32A, 220...240 V AC 50/60 Hz,Schneider Electric",Nos,2.0,4.0,2.0,2.0,1104.48
"MCB,4P,02A, 240 V AC 50/60 Hz,Schneider Electric",Nos,0.0,12.0,12.0,0.0,0.0
"MCB,4P,10A, 240 V AC 50/60 Hz,Schneider Electric",Nos,0.0,15.0,15.0,0.0,0.0
"MCB,4P,32A, 240 V AC 50/60 Hz,Schneider Electric",Nos,2.0,2.0,0.0,2.0,5722.0
"MCB,4P,63A, 240 V AC 50/60 Hz,Schneider Electric",Nos,2.0,6.0,4.0,2.0,8456.0
"MCB,4P,6A, 240 V AC 50/60 Hz,Schneider Electric",Nos,2.0,12.0,10.0,2.0,1544.94
"MCB,4PC,16A, 220...240 V AC 50/60 Hz,Schneider Electric",Nos,0.0,1.0,1.0,0.0,0.0
"MCCB 160A 4p , ABB",Nos,1.0,1.0,0.0,1.0,7529.4
"MCCB 160A 4p , ABB",Nos,1.0,1.0,0.0,1.0,7529.4
MCCB 3P 250A 36kA Schenider,Nos,0.0,1.0,1.0,0.0,0.0
MCCB 40 AMP 3P (NKS100R040A),Nos,1.0,1.0,0.0,1.0,1297.5
"MCCB 80A, 415VAC-25kA, 50/60Hz",Nos,0.0,2.0,2.0,0.0,0.0
MCCB Barrier 6 interphase NSX400/630,Nos,1.0,1.0,0.0,1.0,950.0
"MCCB T5N 400 PR222DS/P-LSIG In=400 3p FF, ABB",Nos,1.0,4.0,3.0,1.0,35668.8
"MCCB T6N 800 PR222DS/P-LSIG In=800 3p F F, ABB",Nos,0.0,1.0,1.0,0.0,0.0
MCCB TS630N FTU630A 4PAD EXP,Nos,0.0,1.0,1.0,0.0,0.0
"MCCB XT2N 160 Ekip LSIG In=160A 3p F F, ABB",Nos,0.0,4.0,4.0,0.0,0.0
"MCCB XT2N 160 Ekip LSIG In=160A 4p F F, ABB",Nos,0.0,1.0,1.0,0.0,0.0
"MCCB XT4N 250 Ekip LSIG In=250A 3p F F, ABB",Nos,0.0,6.0,6.0,0.0,0.0
"MCCB,3P, 100A, 415VAC-25kA, 50/60Hz,Schneider Electric",Nos,1.0,6.0,5.0,1.0,3272.0
"MCCB,3P, 125A, 415VAC-25kA, 50/60Hz,Schneider Electric",Nos,0.0,1.0,1.0,0.0,0.0
"MCCB,3P, 160A, 415VAC-25kA, 50/60Hz,Schneider Electric",Nos,0.0,1.0,1.0,0.0,0.0
"MCCB,3P,LV510305,63A, 415VAC-25kA, 50/60Hz,Schneider Electric",Nos,2.0,4.0,2.0,2.0,6020.0
"MCCB,3P/3D,LV510471,25A, 415VAC, 50/60Hz,Schneider Electric",Nos,0.0,1.0,1.0,0.0,0.0
"MCCB,4P, 100A, 415VAC-18kA, 50/60Hz,ABB",Nos,0.0,1.0,1.0,0.0,0.0
"MCCB,4P, 125A, 415VAC-36kA, 50/60Hz, Schneider",Nos,2.0,2.0,0.0,2.0,12232.0
"MCV 1,5/ 2-GF-3,81-LR Terminal Block, Header, 3.81 mm, 2 Ways, 8 A, 160 V, Through Hole Vertical,",Nos,10.0,45.0,35.0,10.0,1600.0
"MCV 1,5/ 4-GF-3,81 Terminal Block, Flange, Header, 3.81 mm, 4 Ways, 8 A, 160 V, Through Hole Vertical",Nos,3.0,10.0,7.0,3.0,920.76
MDF Board  19 mm x 8' x 4',Nos,0.0,3.0,3.0,0.0,0.0
Measuring Tape 15 Mtrs Freemans,Nos,0.0,1.0,1.0,0.0,0.0
Measuring Tape 3 Mtrs Freemans,Nos,21.0,88.0,67.0,21.0,1050.0
Measuring Tape 5 Mtrs Freemans,Nos,17.0,55.0,38.0,17.0,1530.0
Medium Finger,Nos,0.0,82.0,82.0,0.0,0.0
Melamine Matt,Ltr,0.0,4.0,4.0,0.0,0.0
Metal Cover 15 Pin cable Connector,Nos,52.0,80.0,28.0,52.0,18200.0
Metal Detector Handheld GX-5,Nos,0.0,0.0,0.0,0.0,0
Metal Enclosure 1455N1202BU (120MMx103MMX53MM)Part No. 1455N1202BU,Nos,5.0,23.0,18.0,5.0,9089.1
"Metal Enclosure 1455N1601 (160MMx104MMX53MM)
Part No. 1455N1601",Nos,20.0,69.0,49.0,20.0,33716.4
"Metal Enclosure 1455T1602 (165MMx160MMX51.5MM)
Part No. 1455N1602",Nos,20.0,23.0,3.0,20.0,28000.0
"Metal Enclosure,RF / Coaxial Adapter, BNC, Jack, BNC, Jack, Straight Adapter, 50 ohm,  Part No. 3230",Nos,3.0,26.0,23.0,3.0,7500.0
Metal Housing 1612X1150X6 mm,Set,0.0,1.0,1.0,0.0,0.0
Metal Housing 1612X1340X6 mm,Set,0.0,1.0,1.0,0.0,0.0
Metal magnet Ring-Impluse,Nos,0.0,10.0,10.0,0.0,0.0
Metal Push Button Switch,Nos,20.0,30.0,10.0,20.0,3900.0
MG Leaner 0.8 mm,Nos,2.0,3.0,1.0,2.0,350.0
Mica sheet-2500x1220x0.8 mm,Sheet,0.0,14.0,14.0,0.0,0.0
Mica sheet-600x1000x0.8 mm,Sheet,4.0,9.0,5.0,4.0,3200.0
Middle Spinning Support (Disc 275mm),Nos,0.0,3.0,3.0,0.0,0.0
Mig Linear,Nos,7.0,8.0,1.0,7.0,1365.0
MIG Tip 0.8 mm,Nos,19.0,42.0,23.0,19.0,608.0
MIG Tip 1.2X8 mm,Nos,15.0,51.0,36.0,15.0,675.0
Mig Torch EURO,Nos,0.0,1.0,1.0,0.0,0.0
MIG Wire Roll 0.8 mm MS,Kgs,150.0,611.0,461.0,150.0,16200.0
MIG Wire Roll 1.2 mm MS,Kgs,117.5,674.5,557.0,117.5,12337.5
MIG Wire Roll 1.2 mm MS,Kgs,117.5,674.5,557.0,117.5,12337.5
MIGNOZZLE25AK,Nos,10.0,21.0,11.0,10.0,1950.0
Migtipholder,Nos,7.0,16.0,9.0,7.0,595.0
Migtorch Holder-250 ESAB,Nos,0.0,1.0,1.0,0.0,0.0
Migtorch Holder-ESAB,Nos,0.0,3.0,3.0,0.0,0.0
Miler Tape-20 mm 2 mil  Mehru,Kgs,0.0,98.26,98.26,0.0,0.0
Mini CONTACTOR LP1K0610BD,Nos,0.0,1.0,1.0,0.0,0.0
Mini Jumper 2 PIn Black,Nos,0.0,2000.0,2000.0,0.0,0.0
Mini Thermal Receipt Printer Starter Pack,Nos,0.0,1.0,1.0,0.0,0.0
Mini Toggle Switch,Nos,0.0,10.0,10.0,0.0,0.0
"MKDS 3/2,PCB Terminal Block",Nos,400.0,2350.0,1950.0,400.0,3280.0
"MKDS 3/3,PCB Terminal Block",Nos,500.0,2334.0,1834.0,500.0,6150.0
MKKDS 3/2,Nos,9.0,40.0,31.0,9.0,198.0
Mobil Oil CRB PLUS 20W-40 Castrol,Ltr,22.0,70.0,48.0,22.0,5406.9400000000005
"Modular Cable Plug to Plug 8p8c (RJ45, Ethernet) 1.00' (304.8mm) Unshielded, N201-001-BL  Tripp Lite",Nos,7.0,42.0,35.0,7.0,1816.2199999999998
"Modular Cable Plug to Plug 8p8c (RJ45, Ethernet) 2.00' (304.8mm) Unshielded, N201-002-BL  Tripp Lite",Nos,0.0,2.0,2.0,0.0,0.0
"Modular Cable Plug to Plug 8p8c (RJ45, Ethernet) 5.00' (304.8mm) Unshielded, N201-005-BL  Tripp Lite",Nos,5.0,10.0,5.0,5.0,1939.5
"Modular Cable Plug to Plug 8p8c (RJ45, Ethernet) 6.00' (330.0mm) Shielded, N201-006-BL  Tripp Lite",Nos,9.0,12.0,3.0,9.0,5670.0
"Modular Cable Plug to Plug 8p8c (RJ45, Ethernet) 6.00' (330.0mm) Unshielded, N201-006-BL  Tripp Lite",Nos,5.0,10.0,5.0,5.0,2216.5
Mointed Piont(pencil Grinder) Carborundum,Nos,7.0,22.0,15.0,7.0,70.0
"Moisture In oil transmitter, EE385-TEHA03/BK6-T12",Nos,0.0,1.0,1.0,0.0,0.0
Moisture Probe Model: Transmitter EE364 (Without Display) Make: E+E Austria,Nos,1.0,7.0,6.0,1.0,34000.0
"Molding 2"" H.R. 2X2X10",Sq.Feet,0.0,70.0,70.0,0.0,0.0
Momentry Push Switch,Nos,0.0,8.0,8.0,0.0,0.0
"Monolitic Pilot Light110VAC, Red-Illuminated, ? 22 mm, XB7EV04GPN",Nos,4.0,4.0,0.0,4.0,576.0
"Monolitic Pilot Light230VAC, Blue-Illuminated, ? 22 mm, XB7EV06MPN",Nos,30.0,41.0,11.0,30.0,8747.52
"Monolitic Pilot Light230VAC, Red-Illuminated, ? 22 mm, XB7EV04MPN",Nos,15.0,121.0,106.0,15.0,2067.0
Mortise Lock (6 Lever Moortise Deadlock 2 way) Product Code 6997,Nos,3.0,9.0,6.0,3.0,2385.0
"MOSFET ,N,RF,ISOPLUS247(iXZR08N120A)",Nos,0.0,2.0,2.0,0.0,0.0
MOSFET FDD4243,Nos,0.0,420.0,420.0,0.0,0.0
MOSFET FDD8647L,Nos,0.0,420.0,420.0,0.0,0.0
MOSFET IRFB3607,Nos,0.0,20.0,20.0,0.0,0.0
"MOSFET-Power, N Channel, 800 V, 3 A, 2.1 ohm, TO-220AB, Through Hole,STP4N80K5",Nos,0.0,9.0,9.0,0.0,0.0
Motor Electric 0.18 Kw 4Pole 0.25 HP B5-Rotomotive,Nos,0.0,26.0,26.0,0.0,0.0
Motor Electric 0.37 kW  4 Pole 0.50 HP B5-Rotomotive 1440 RPM,Nos,3.0,7.0,4.0,3.0,15880.0
"Motor Gear Head Ratio 100:1, Frame 80X80, K8G-100C",Nos,3.0,11.0,8.0,3.0,18570.0
"Motor Gear Head Ratio 100:1, Frame 90X90",Nos,1.0,2.0,1.0,1.0,6540.0
"Motor Gear Head Ratio 12.5:1, Frame 90X90 K9P-12.5BFH",Nos,2.0,16.0,14.0,2.0,12228.0
"Motor Gear Head Ratio 12.5:1, Frame 90X90 K9P-12.5BH",Nos,3.0,9.0,6.0,3.0,18342.0
"Motor Gear Head Ratio 180:1, Frame 80X80",Nos,1.0,1.0,0.0,1.0,3714.0
"Motor Gear Head Ratio 25:1, Frame 90X90 K9P-25B",Nos,3.0,21.0,18.0,3.0,20250.0
"Motor Gear Head Ratio 3:1, Frame 90X90, K9P-3BH",Nos,1.0,2.0,1.0,1.0,5550.0
"Motor Gear Head Ratio 50:1, Frame 80X80",Nos,0.0,1.0,1.0,0.0,0.0
"Motor Gear Head Ratio 7.5:1, Frame 90X90",Nos,0.0,3.0,3.0,0.0,0.0
"Motor Gear Head Ratio 7.5:1, Frame 90X90 K9P-7.5BH",Nos,3.0,13.0,10.0,3.0,16650.0
"Motor Gear Head Ratio 7.5:1, Frame 90X90 K9P-7.5BH",Nos,3.0,13.0,10.0,3.0,16650.0
"Motor Gear Head Ratio 75:1, Frame 80X80",Nos,3.0,10.0,7.0,3.0,11142.0
Motor Gear Head(K9P 150-B) 150:1,Nos,0.0,1.0,1.0,0.0,0.0
"Motor Gear Head_Ratio 7.5:1, Frame 90X90",Nos,1.0,2.0,1.0,1.0,4788.0
Motor K8IG-25NC,Nos,0.0,5.0,5.0,0.0,0.0
"Motor K8RG-25NC, 220V AC 25W V.Reg",Nos,0.0,1.0,1.0,0.0,0.0
"Motor K8RG-25NC, 24V 25W V.Reg",Nos,2.0,2.0,0.0,2.0,7530.0
"Motor K9RP-60FC 230VAC, 60W, 0.62A 1250 RPM",Nos,4.0,20.0,16.0,4.0,23760.0
"Motor M-5DK150U-G32 ,150W",Nos,1.0,1.0,0.0,1.0,7500.0
"Motor Operator for MCCB ,MOE T4-T5 220...250 Vac/dc ABB",Nos,2.0,5.0,3.0,2.0,56812.0
"Motor Operator for MCCB ,MOE T6 220...250 Vac/dc",Nos,0.0,1.0,1.0,0.0,0.0
"Motor Operator for MCCB ,MOE XT2-XT4 220...250 V ac/dc ABB",Nos,1.0,12.0,11.0,1.0,15336.0
Motor Protection Circuit Breaker e  MPCB 1-1.6 A PKzm 72735,Nos,0.0,12.0,12.0,0.0,0.0
Motor Protection Circuit Breaker MPCB 6.3 - 072738,Nos,2.0,4.0,2.0,2.0,3608.0
Motor-K9RP-180FC,Nos,2.0,11.0,9.0,2.0,21828.0
Motor-K9RP-90FC,Nos,3.0,17.0,14.0,3.0,21348.0
Motorized Chain Host 2 Ton HT/SWIFT/K2,Nos,0.0,0.0,0.0,0.0,0
Mounting Hardware(pac. Of 10),Pkt,3.0,3.0,0.0,3.0,300.0
MOV (Metal Oxide Varistor) 510/20,Nos,0.0,100.0,100.0,0.0,0.0
"MPCB,Motor circuit breaker, TeSys GV2, 3P, 1.6-2.5 A, thermal magnetic, screw clamp terminals, GV2P07",Nos,3.0,11.0,8.0,3.0,13899.2
"MPCB,Motor circuit breaker, TeSys GV2, 3P, 2.5-4 A, thermal magnetic, screw clamp terminals GV2P08",Nos,5.0,14.0,9.0,5.0,26367.6
"MS Angle, 25x3",Kg,61.5,209.37,147.87,61.5,3840.96
"MS Angle, 25x5",Kg,61.0,356.21,295.21,61.0,3792.456
"MS Angle, 35x5",Kg,131.6,938.25,806.65,131.6,8026.66
"MS Angle, 40x5",Kg,0.0,25.2,25.2,0.0,0.0
"MS Angle, 50x5",Kg,89.0,1254.2,1165.2,89.0,5242.099999999999
"MS Angle, 50x6",Kg,26.0,860.93,834.93,26.0,1573.0
"MS Angle, 50x8",Kg,0.0,180.1,180.1,0.0,0.0
"MS Angle, 65x5",Kg,0.0,0.0,0.0,0.0,0
"MS Angle, 65x6",Kg,123.0,675.47,552.47,123.0,7720.65
"MS Angle, 65x8",Kg,0.0,9.6,9.6,0.0,0.0
"MS Angle, 75x5",Kg,0.0,22.0,22.0,0.0,0.0
"MS Angle, 75x6",Kg,0.0,630.07,630.07,0.0,0.0
"MS Angle, 75x8",Kg,194.0,1033.9,839.9,194.0,11640.0
"MS Angle,100x10",Kg,36.0,446.0,410.0,36.0,2034.0
"MS Angle,100x6",Kg,109.9,393.1,283.2,109.9,5253.22
"MS Angle,75x10",Kg,65.5,783.55,718.05,65.5,4061.0
"MS Angle,80x8",Kg,0.0,15.64,15.64,0.0,0.0
"MS Bend 4""",Nos,0.0,11.0,11.0,0.0,0.0
"MS BOLT 6""",Nos,0.0,4.0,4.0,0.0,0.0
"MS Bush 1""",Nos,0.0,1.0,1.0,0.0,0.0
"MS Bush 1/2""",Nos,0.0,5.0,5.0,0.0,0.0
"MS C-Channel,12inch",Kg,0.0,455.7,455.7,0.0,0.0
"MS C-Channel,3inch",Kg,515.0,4078.75,3563.75,515.0,35020.0
"MS C-Channel,4inch",Kg,417.2,2894.65,2477.45,417.2,24823.4
"MS C-Channel,4inch-Heavy",Kg,0.0,57.0,57.0,0.0,0.0
"MS C-Channel,8inch",Kg,1165.6,3543.75,2378.15,1165.6,75904.0
MS Cable Tray Cover-Painted. 100x50 mm,Mtr,7.0,30.0,23.0,7.0,3150.0
"MS Channel -6""(150x75)mm",Kg,727.0,2514.1,1787.1,727.0,48045.600000000006
